name,ticker,image,link,round,total_raised,pre_valuation,categories,date,ecosystem,investor_1,investor_2,investor_3,investor_4,investor_5,investor_6,investor_7,investor_8
"EarnBIT","EBT","https://icodrops.com/media/cache/0c/9c/0c9cf09cbcd70edcabce5efef70206d6.webp","https://icodrops.com/earnbit/","TGE and Distribution","—","$10 M","CEX","Q2, 2026","","Ethereum","","","","","","",""
"AtlasOra","AORA","https://icodrops.com/media/cache/de/8f/de8f049f9213d26177777252936aeca3.webp","https://icodrops.com/atlasora/","TGE and Distribution","—","—","Blockchain Service","Upcoming","","Base","","","","","","",""
"WorldX","WLDX","https://icodrops.com/media/cache/33/91/33910d056831eeb007683be62f9fcb7f.webp","https://icodrops.com/worldx/","TGE and Distribution","—","$25 M","Exchange","Upcoming","","","","","","","","",""
"Mendel","MENDEL","https://icodrops.com/media/cache/56/a4/56a417ee73562003415d6cb0de811e3e.webp","https://icodrops.com/mendel/","TGE and Distribution","—","—","Blockchain","Upcoming","","","","","","","","",""
"Chatllat","CLAT","https://icodrops.com/media/cache/67/63/67638b7bbaa25b2f1716413944693373.webp","https://icodrops.com/chatllat/","IDO on Kommunitas","—","$6 M","Blockchain Service","Upcoming","","","","","","","","",""
"Konnex","","https://icodrops.com/media/cache/3d/8a/3d8abd2a3fc36174ac112d02553019c7.webp","https://icodrops.com/konnex/","TGE and Distribution","$15 M","—","Blockchain Service","Upcoming","","LD Capital","Cogitent Ventures","Covey","More Details","","","",""
"AntDrop","ANT","https://icodrops.com/media/cache/1f/a3/1fa338df9e2fe8cb0ea963af2a1ffbec.webp","https://icodrops.com/antdrop/","IDO on Spores","—","$10 M","Blockchain Service","Upcoming","","","","","","","","",""
"CAP","","https://icodrops.com/media/cache/85/fd/85fd9267ef82077ec0981896538db1ed.webp","https://icodrops.com/cap-3/","TGE and Distribution","$9.9 M","—","DeFi","Upcoming","","Fernando Martinelli","Selini Capital","Bryan Pellegrino","More Details","","","",""
"Magicblock","BLOCK","https://icodrops.com/media/cache/1b/3a/1b3a1234b526572080780bcb2b097dfd.webp","https://icodrops.com/magicblock/","TGE and Distribution","$10.5 M","—","Infrastructure","Upcoming","","Andreessen Horowitz (a16z)","Lightspeed Venture Partners","Mechanism Capital","More Details","Solana","","",""
"ChimpX AI","CHIMP","https://icodrops.com/media/cache/fd/46/fd46e3e8197f75ec044fd4b725b3710c.webp","https://icodrops.com/chimpx-ai/","IDO on Eesee","—","$30 M","DeFi","Upcoming","","","","","","","","",""
"Probable","","https://icodrops.com/media/cache/54/f0/54f090c5c5a1b8dac00ea5a0396594f8.webp","https://icodrops.com/probable/","TGE and Distribution","—","—","Predictions","Upcoming","","YZi Labs (prev Binance Labs)","PancakeSwap","Predict.fun","Binance coin","","","",""
"XMAQUINA","DEUS","https://icodrops.com/media/cache/4c/0b/4c0b0176523cb571653faaff55c94134.webp","https://icodrops.com/xmaquina/","TGE and Distribution","$10.31 M","$60 M","Robotics","Upcoming","","Fundamental Labs","Moonrock Capital","CoinIX","More Details","","","",""
"PENXCHAIN","PENX","https://icodrops.com/media/cache/dd/42/dd42475b59833b40f42e93c7ab290872.webp","https://icodrops.com/penxchain/","TGE and Distribution","—","$3 M","Blockchain Service","Upcoming","","","","","","","","",""
"HyperSignals","","https://icodrops.com/media/cache/40/e9/40e9aa155eb8d694bd0d0f5f099abad0.webp","https://icodrops.com/hypersignals/","TGE and Distribution","—","—","Trading","Upcoming","","","","","","","","",""
"Solstice","SLX","https://icodrops.com/media/cache/6e/73/6e7360c5664847bb9ec25d510745cb5f.webp","https://icodrops.com/solstice/","TGE and Distribution","—","—","DeFi","Upcoming","","Solana","","","","","","",""
"LeverUp","LV","https://icodrops.com/media/cache/d3/77/d3779c99d02ab85b24ccf8a348a5de95.webp","https://icodrops.com/leverup/","TGE and Distribution","—","$10 M","DeFi","Upcoming","","Monad","","","","","","",""
"Octra","OCT","https://icodrops.com/media/cache/ce/f0/cef0d879c9381a1fb23ca5d1c389a9d4.webp","https://icodrops.com/octra/","TGE and Distribution","$8 M","$200 M","Infrastructure","Upcoming","","Big Brain Holdings","Outlier Ventures","Builder Capital","More Details","","","",""
"Space","SPACE","https://icodrops.com/media/cache/87/4e/874eb27f18c3768349a43347a073d92f.webp","https://icodrops.com/space/","TGE and Distribution","$17.75 M","$69 M","Prediction","Upcoming","","Morningstar Ventures","Impossible Finance","Arctic Digital","More Details","Solana","","",""
"SONAMI","SNMI","https://icodrops.com/media/cache/bd/2b/bd2b07b020cd6eed8e1f4ab2ef7e869e.webp","https://icodrops.com/sonami/","TGE and Distribution","$13 K","$83 M","Layer2","Upcoming","","Solana","","","","","","",""
"Chainers","CHU","https://icodrops.com/media/cache/85/6c/856c0fcc060dd726e68877173ad71537.webp","https://icodrops.com/chainers/","Presale","—","$19.98 M","GameFi","Upcoming","","","","","","","","",""
"SecantX AI","SECA","https://icodrops.com/media/cache/e0/4d/e04de92e046cf25b5ab8f1e0d4210643.webp","https://icodrops.com/secantx-ai/","TGE and Distribution","$300 K","$70 M","Analytics","Upcoming","","","","","","","","",""
"Tea-REX","TReX","https://icodrops.com/media/cache/c2/1b/c21b8ac452a8e2ff23f2b38bd1349d1b.webp","https://icodrops.com/tea-rex/","TGE and Distribution","—","$2 M","Trading","Upcoming","","Sei Network","","","","","","",""
"Talisman","SEEK","https://icodrops.com/media/cache/d4/4a/d44a62be0242102488e4bb9b075b532c.webp","https://icodrops.com/talisman/","IDO on Eesee","$2.35 M","$30 M","DeFi","Upcoming","","Hypersphere Ventures","D1 Ventures","Digital Finance Group (DFG)","More Details","","","",""
"Glint Analytics","GLNT","https://icodrops.com/media/cache/46/4e/464e71432c6e6ba44b7c39cd02a0f926.webp","https://icodrops.com/glint-analytics/","TGE and Distribution","—","$18 M","Analytics","Upcoming","","Solana","","","","","","",""
"Warp Chain","WRP","https://icodrops.com/media/cache/6c/0d/6c0d43f4f674edf008c410c7d5d6ffdd.webp","https://icodrops.com/warp-chain/","TGE and Distribution","—","$37.5 M","Blockchain","Upcoming","","Avalanche","","","","","","",""
"Arc","","https://icodrops.com/media/cache/53/9d/539d7b326bbd9c13118fc7f8f8c26db6.webp","https://icodrops.com/arc/","TGE and Distribution","—","—","Blockchain","Upcoming","","","","","","","","",""
"MiRA","CAML","https://icodrops.com/media/cache/12/73/12732bbba366dccb332a8d135f97641f.webp","https://icodrops.com/mira-2/","TGE and Distribution","—","$250 M","Blockchain Service","Upcoming","","","","","","","","",""
"Kuvi.ai","KUVI","https://icodrops.com/media/cache/85/a8/85a8812174985f4f5d728dfbaafa971e.webp","https://icodrops.com/kuvi-ai/","TGE and Distribution","$700 K","$40 M","DeFi","Upcoming","","Michael Terpin","Moon Pursuit Capital","VirtualBacon","","","","",""
"ArcaneVault","AV","https://icodrops.com/media/cache/86/c0/86c023bc384629875236d4cdbf47f5e8.webp","https://icodrops.com/arcanevault/","TGE and Distribution","—","$6 M","NFT ecosystem","Upcoming","","","","","","","","",""
"FighterCat","FIGHTERC","https://icodrops.com/media/cache/46/70/467072880b0121c20d187e0333e68450.webp","https://icodrops.com/fightercat/","TGE and Distribution","—","$2 M","Meme","Upcoming","","Solana","","","","","","",""
"Monorail","","https://icodrops.com/media/cache/ae/a7/aea73b9c49af4b7a45fe34f5ee1aaa84.webp","https://icodrops.com/monorail/","TGE and Distribution","$250 K","—","DeFi","Upcoming","","Monad","","","","","","",""
"ByteDance rTTOK","rTTOK","https://icodrops.com/media/cache/ac/9a/ac9aa02719d039fce1958f2eb162b45f.webp","https://icodrops.com/bytedance-rttok/","TGE and Distribution","—","—","Blockchain Service","Upcoming","","Solana","","","","","","",""
"Mandala Chain","KPG","https://icodrops.com/media/cache/f8/ad/f8adad94722f00006548b1db2138cf93.webp","https://icodrops.com/mandala-chain/","TGE and Distribution","$1 M","$10.19 M","Blockchain","Upcoming","","Harbour Industrial Capital","NLS Ventures","O-DE Capital Partners","","","","",""
"BlaBla Protocol","BLA","https://icodrops.com/media/cache/f6/72/f672179827df4e0718416f4d7037789a.webp","https://icodrops.com/blabla-protocol/","TGE and Distribution","—","$2 M","Social","Upcoming","","","","","","","","",""
"Taunt AI","TNT","https://icodrops.com/media/cache/e2/66/e266f5b13d1383e80ebd2e97a6a57146.webp","https://icodrops.com/taunt-ai/","TGE and Distribution","—","$30 M","Social","Upcoming","","","","","","","","",""
"FacilPay","FACIL","https://icodrops.com/media/cache/17/aa/17aa86a283e015a3bb37aefc35307b86.webp","https://icodrops.com/facilpay/","IDO on Polkastarter","—","$12.5 M","Payments","Upcoming","","Base","","","","","","",""
"Seedli Capital","SEEDLI","https://icodrops.com/media/cache/45/9f/459f20978b3262b3fbee7c6837450e4e.webp","https://icodrops.com/seedli-capital/","TGE and Distribution","—","$5 M","DeFi","Upcoming","","Polygon (ex-Matic Network)","","","","","","",""
"Lern360","LERN","https://icodrops.com/media/cache/23/94/2394d0a36b9f400d25cfb80e5d32f5f2.webp","https://icodrops.com/lern360/","TGE and Distribution","—","$200 M","Artificial Intellig…","Upcoming","","","","","","","","",""
"AgoraLend","AGORA","https://icodrops.com/media/cache/4f/f0/4ff00e9626c1a8ec0311a0fe36eba76b.webp","https://icodrops.com/agoralend/","TGE and Distribution","$353.5 K","$3 M","DeFi","Upcoming","","Ethereum","","","","","","",""
"Moseiki","","https://icodrops.com/media/cache/18/2b/182b1b4953b02af81078e2875602228a.webp","https://icodrops.com/moseiki/","TGE and Distribution","$700 K","$10 M","Social","Upcoming","","","","","","","","",""
"TAU","TAU","https://icodrops.com/media/cache/5e/09/5e09fc30ca651c06821f842929cc46fe.webp","https://icodrops.com/tau/","TGE and Distribution","—","$1 B","Mining","Upcoming","","","","","","","","",""
"AIDEFI","AIDEFI","https://icodrops.com/media/cache/94/5c/945c7fe5c386968bf9df421936c35877.webp","https://icodrops.com/aidefi/","TGE and Distribution","—","$150 K","DeFi","Upcoming","","","","","","","","",""
"RateX.AI","","https://icodrops.com/media/cache/30/8b/308be007bae58431427e730c1030c80a.webp","https://icodrops.com/ratexai/","TGE and Distribution","$3 M","—","Analytics","Upcoming","","","","","","","","",""
"Gambit","GAMBIT","https://icodrops.com/media/cache/50/ff/50ffa933340d808f0c4eb8cdbfc3bce3.webp","https://icodrops.com/gambit/","TGE and Distribution","—","$12 M","Bets","Upcoming","","Base","","","","","","",""
"Phron AI","ZPHR","https://icodrops.com/media/cache/81/01/8101bee742930595cb332e19c5426a56.webp","https://icodrops.com/phron-ai/","TGE and Distribution","—","$1 M","Artificial Intellig…","Upcoming","","Solana","","","","","","",""
"Sera.Casino","SC","https://icodrops.com/media/cache/3c/b7/3cb7254b1312f5c67200a2c231ef506e.webp","https://icodrops.com/seracasino/","IDO on IXIRPAD","—","$2 M","Gambling","Upcoming","","Solana","","","","","","",""
"Betura","BETURA","https://icodrops.com/media/cache/47/e5/47e5080569790087d67c8abe20568981.webp","https://icodrops.com/betura/","TGE and Distribution","—","$2.5 M","Bets","Upcoming","","Solana","","","","","","",""
"Lendr.fi","RWAL","https://icodrops.com/media/cache/ed/c7/edc7979a439bfc3bc1820c81fa266c6d.webp","https://icodrops.com/lendr-fi/","TGE and Distribution","$600 K","$300 M","DeFi","Upcoming","","Avalanche Foundation","Brinc","Colony Lab","More Details","","","",""
"Dynamo Protocol","DYNAMO","https://icodrops.com/media/cache/a2/00/a2008172356f6b536bdb35aedb1f7fcf.webp","https://icodrops.com/dynamo-protocol/","TGE and Distribution","—","—","DeFi","Upcoming","","","","","","","","",""
"RISE Chain","","https://icodrops.com/media/cache/2e/b9/2eb96186e0e863fb989604173a6e9493.webp","https://icodrops.com/rise-chain/","TGE and Distribution","$7.2 M","—","Blockchain","Upcoming","","Vitalik Buterin","Galaxy","Stani Kulechov","More Details","","","",""
"XorionChain","XOR","https://icodrops.com/media/cache/65/40/654019fc624dc02f4db3470489746294.webp","https://icodrops.com/xorionchain/","TGE and Distribution","—","$60 M","Blockchain","Upcoming","","Polkadot","","","","","","",""
"Reveel","REVA","https://icodrops.com/media/cache/8e/b6/8eb6de72a7e66cd700974efcee102e79.webp","https://icodrops.com/reveel/","TGE and Distribution","$1.5 M","$10 M","Blockchain Service","Upcoming","","YZi Labs (prev Binance Labs)","AccVentures","Connectico Capital","More Details","","","",""
"PIN AI","","https://icodrops.com/media/cache/78/0a/780ac0a487302c1740efb0df670cba9d.webp","https://icodrops.com/pin-ai/","TGE and Distribution","$10 M","—","Artificial Intellig…","Upcoming","","Andreessen Horowitz (a16z)","Hack VC","Alumni Ventures","More Details","","","",""
"Billions Network","","https://icodrops.com/media/cache/9e/80/9e805d277ef841bc0afdc50e3ba5d800.webp","https://icodrops.com/billions-network/","TGE and Distribution","$30 M","—","Blockchain Service","Upcoming","","Polychain Capital","BITKRAFT Ventures","Coinbase Ventures","More Details","","","",""
"AfriCred","IFT","https://icodrops.com/media/cache/7c/60/7c60cb3f5771bdcaf3c050f632067ed1.webp","https://icodrops.com/africred/","Presale","—","$26 M","Finance","Upcoming","","Binance coin","","","","","","",""
"VOX","VOX","https://icodrops.com/media/cache/60/04/60041b4beabd3979d3c4c265614f4ae5.webp","https://icodrops.com/vox/","TGE and Distribution","—","$1.72 M","Trading","Upcoming","","","","","","","","",""
"8x Capital","8x","https://icodrops.com/media/cache/db/32/db32af8481f733067d88eabf402689b5.webp","https://icodrops.com/8x-capital/","IDO on BSClaunch","—","$10 M","DeFi","Upcoming","","","","","","","","",""
"Bitcoin Hyper","HYPER","https://icodrops.com/media/cache/91/84/9184770d8dd1bf55b2f8afebd1d2967b.webp","https://icodrops.com/bitcoin-hyper/","TGE and Distribution","$29.29 M","$282.98 M","Layer2","Upcoming","","Binance coin","Solana","Ethereum","","","","",""
"Project Merlin","MRLN","https://icodrops.com/media/cache/3b/84/3b84138e5f6a1ab263001b7c2b8bbe77.webp","https://icodrops.com/project-merlin/","IDO on Coin Terminal","$2.24 M","$96 K","Binance Alpha","Upcoming","","","","","","","","",""
"OneFootball","OFC","https://icodrops.com/media/cache/2b/54/2b544c48c31b346d7777695ff62f1269.webp","https://icodrops.com/onefootball/","TGE and Distribution","$320 M","$50 M","Football","Upcoming","","Union Square Ventures","Dapper Labs","Animoca Brands","More Details","","","",""
"BNB Attestation Service","BAS","https://icodrops.com/media/cache/28/db/28dbe46881faeb80603a30dacceadff6.webp","https://icodrops.com/bnb-attestation-service/","TGE and Distribution","$200 K","$10 M","Infrastructure","Upcoming","","Binance coin","","","","","","",""
"UOMI","UOMI","https://icodrops.com/media/cache/a7/20/a72024b3091821e009ec9f9dd2241ee6.webp","https://icodrops.com/uomi/","IDO on Eesee","—","$2.26 M","Blockchain","Upcoming","","","","","","","","",""
"Kuru","","https://icodrops.com/media/cache/f3/18/f318a86d03ad1939b6799042305092fd.webp","https://icodrops.com/kuru/","TGE and Distribution","$13.6 M","—","DeFi","Upcoming","","Brevan Howard","Electric Capital","Paradigm","More Details","Monad","","",""
"Tren Finance","TREN","https://icodrops.com/media/cache/cc/66/cc66fdb8dadff06977f7c303725a1d52.webp","https://icodrops.com/tren-finance/","TGE and Distribution","—","$10 M","DeFi","Upcoming","","Moonrock Capital","OIG Oracles Investment Group","Contango Digital Assets","More Details","Base","","",""
"Nexus Laboratories","","https://icodrops.com/media/cache/3f/f9/3ff952ca21de31a6f281e8fa13969560.webp","https://icodrops.com/nexus-laboratories/","TGE and Distribution","$25 M","—","Infrastructure","Upcoming","","Lightspeed Venture Partners","Pantera Capital","Dragonfly Capital","More Details","","","",""
"Snorter","SNORT","https://icodrops.com/media/cache/2f/c1/2fc158e3acabdb458c65a6dd1ac3f8ad.webp","https://icodrops.com/snorter/","TGE and Distribution","$1.49 M","$48.05 M","Trading Bot","Upcoming","","Solana","Ethereum","","","","","",""
"BTC Bull Token","BTCBULL","https://icodrops.com/media/cache/45/ea/45eae93534772b3bb3204610dc57840d.webp","https://icodrops.com/btc-bull-token/","TGE and Distribution","$7.3 M","$54.08 M","Memecoin","Upcoming","","","","","","","","",""
"Cogni AI Agents","COGNI","https://icodrops.com/media/cache/4a/3d/4a3de09fbe0b23e1c8b98e607f520f89.webp","https://icodrops.com/cogni-ai-agents/","TGE and Distribution","$219.6 K","$180 M","Artificial Intellig…","Upcoming","","Ethereum","","","","","","",""
"EternalMoon","ETM","https://icodrops.com/media/cache/52/d9/52d9608ac3a3a7dcc2eb123f9fe3f6d0.webp","https://icodrops.com/eternalmoon/","TGE and Distribution","—","—","RWA (Real World Ass…","Upcoming","","","","","","","","",""
"Rank Trading","RAN","https://icodrops.com/media/cache/54/8b/548bd137a92e19cf050b889bb4f0061c.webp","https://icodrops.com/rank-trading/","TGE and Distribution","—","$2 M","DeFi","Upcoming","","Binance coin","","","","","","",""
"Inference Labs","","https://icodrops.com/media/cache/d4/43/d443e0812d274bed3d900443e8894a8b.webp","https://icodrops.com/inference-labs/","TGE and Distribution","$2.3 M","—","Infrastructure","Upcoming","","Delphi Digital (Delphi Labs)","BitScale Capital","Mechanism Capital","More Details","","","",""
"FanX","FX","https://icodrops.com/media/cache/a8/c3/a8c331eba616fc178e4d107fc3e738f5.webp","https://icodrops.com/fanx/","IDO on KingdomStarter","—","$10 M","DeFi","Upcoming","","","","","","","","",""
"DelNorte Terra Vision","DTV","https://icodrops.com/media/cache/31/68/31681432fb080534383b7ddb9398e479.webp","https://icodrops.com/delnorte-terra-vision/","IDO on IXIRPAD","—","—","RWA (Real World Ass…","Upcoming","","","","","","","","",""
"Stabble","STB","https://icodrops.com/media/cache/e7/0e/e70e2b17fe6d8d0825888ca2517db39f.webp","https://icodrops.com/stabble/","IDO on Poolz","$3.03 M","$715.5 K","DEX","Upcoming","","Absoluta Digital","Collective Ventures","DuckDAO","More Details","Solana","","",""
"BlockMesh Network","BMH","https://icodrops.com/media/cache/b7/e3/b7e3bfe36f488a72d2d89519eef77823.webp","https://icodrops.com/blockmesh-network/","TGE and Distribution","—","—","Blockchain Service","Upcoming","","","","","","","","",""
"Emmet Finance","EMMET","https://icodrops.com/media/cache/a8/25/a82513aecf025e20b2ad420578e0310c.webp","https://icodrops.com/emmet-finance/","TGE and Distribution","—","$20 M","DeFi","Upcoming","","Binance coin","","","","","","",""
"Polyverse","PTC","https://icodrops.com/media/cache/bf/18/bf18de0e9bb700f6e67aba40b6718431.webp","https://icodrops.com/polyverse/","IDO on Huostarter","—","—","GameFi","Upcoming","","Ethereum","","","","","","",""
"Durian.win","DUR","https://icodrops.com/media/cache/fe/76/fe762a473aee65c82f1d3ac267cdbafa.webp","https://icodrops.com/durianwin/","TGE and Distribution","—","—","Trade","Upcoming","","","","","","","","",""
"Zoth","ZOTH","https://icodrops.com/media/cache/fb/ce/fbce0bff1c795ca411111bbf787288e2.webp","https://icodrops.com/zoth/","IDO on Decubate","$21.5 M","—","DeFi","Upcoming","","Momentum 6","Outlier Ventures","Borderless Capital","More Details","Ethereum","","",""
"Tea-Fi","TEA","https://icodrops.com/media/cache/89/a0/89a0479c1b24225b5606c0a8efb08272.webp","https://icodrops.com/tea-fi/","IDO on Kommunitas","$35 M","$632.1 K","BNB Chain Ecosystem","Upcoming","","Castrum Capital","Rollman Management","","","","","",""
"Grafilab","GRAFI","https://icodrops.com/media/cache/ee/76/ee76e14061eaab491f07fd467bc48884.webp","https://icodrops.com/grafilab/","TGE and Distribution","$50 K","—","Infrastructure","Upcoming","","Solana","","","","","","",""
"AIRO","AIRO","https://icodrops.com/media/cache/7b/e3/7be3b5457966b94b8263b3a1d348e868.webp","https://icodrops.com/airo/","TGE and Distribution","—","—","AI Agents","Upcoming","","","","","","","","",""
"Hedgecast AI","HEDGE","https://icodrops.com/media/cache/f4/23/f4236c7f2feae5c178a0e86ff79a01d7.webp","https://icodrops.com/hedgecast-ai/","IDO on Poolz","—","$2.35 M","AI Agents","Upcoming","","","","","","","","",""
"Electron","","https://icodrops.com/media/cache/2b/62/2b62743cb7c9bbf7870cb7d007baf82b.webp","https://icodrops.com/electron-2/","TGE and Distribution","$1 M","—","Infrastructure","Upcoming","","Sandeep Nailwal","Aniket Jindal","Anurag Arjun","More Details","Ethereum","","",""
"Everreach Labs","EVER","https://icodrops.com/media/cache/df/ed/dfed0389ae2ccb8ce2f3441f23f18157.webp","https://icodrops.com/everreach-labs/","IDO on Agentlauncher","—","$25 M","Gaming","Upcoming","","","","","","","","",""
"Skald AI","SKALD","https://icodrops.com/media/cache/91/fb/91fb5ff19397149ee53b9279bc550cd3.webp","https://icodrops.com/skald-ai/","IDO on DegenPad","—","$2 M","AI Agents","Upcoming","","","","","","","","",""
"BitSwapix","BITS","https://icodrops.com/media/cache/9e/7b/9e7babb2dc7c7f5eff4c2478c9a1091a.webp","https://icodrops.com/bitswapix/","TGE and Distribution","$4.83 M","—","DeFi","Upcoming","","","","","","","","",""
"eOracle","","https://icodrops.com/media/cache/71/b7/71b7a62f12008f88dfc87ba843f9c677.webp","https://icodrops.com/eoracle/","ICM on Legion","—","—","Oracle","Upcoming","","Ethereum","","","","","","",""
"Nil","","https://icodrops.com/media/cache/7c/14/7c1440b81ef06de7a61d63128775ae36.webp","https://icodrops.com/nil/","TGE and Distribution","$600 K","—","Layer2","Upcoming","","Ethereum","","","","","","",""
"Abstract","","https://icodrops.com/media/cache/9a/30/9a30451ee8ccffe16bf2f81ac898f4a5.webp","https://icodrops.com/abstract/","TGE and Distribution","—","—","Layer-2","Upcoming","","Electric Capital","0xMaki","Igloo","More Details","","","",""
"0xVM","XVM","https://icodrops.com/media/cache/67/c7/67c7c91046958a64136a4b8ff607e031.webp","https://icodrops.com/0xvm/","Public Sale","$5.2 M","—","Bitcoin Ecosystem","Upcoming","","Jump Crypto","HTX Ventures (previously Huobi Ventures)","Signum Capital","More Details","Bitcoin","","",""
"EarnPark","PARK","https://icodrops.com/media/cache/67/a9/67a9f62924e11dd57e8bfb2ed2e21280.webp","https://icodrops.com/earnpark/","TGE and Distribution","$3.51 M","$18 M","Finance","Upcoming","","Arbitrum","","","","","","",""
"GPT Wars","GPTW","https://icodrops.com/media/cache/5e/20/5e209d0aa7d96f074a850bd19ad3d906.webp","https://icodrops.com/gpt-wars/","IDO on Finceptor","$1.74 M","$5 M","GameFi","Upcoming","","ZBS Capital","Titans Ventures","International Blockchain Consulting","More Details","Sei Network","","",""
"ChronosWorlds","","https://icodrops.com/media/cache/24/9f/249fe94c22be23b1127398962eae85c4.webp","https://icodrops.com/chronosworlds/","IDO on Chainboost","$50 K","—","Gaming","Upcoming","","","","","","","","",""
"Casper AI","AIAGENT","https://icodrops.com/media/cache/a4/27/a427145d1494e9b5ab9e3264a555cb3f.webp","https://icodrops.com/casper-ai/","Public Sale","$700 K","$3.52 M","AI Platform","Upcoming","","Asteroid Capital","Coin Terminal","Casper","","","","",""
"Mawari","","https://icodrops.com/media/cache/99/f9/99f9ef4aeaaa6ab93dc0bd0af7dbb1c6.webp","https://icodrops.com/mawari/","Node Sale Round","$17.3 M","—","Blockchain Service","Upcoming","","1kx","Samsung NEXT","Animoca Brands","More Details","","","",""
"U2U Network (Unicorn Ultra)","U2U","https://icodrops.com/media/cache/55/2d/552d1d4a61b6c4e6f5bfc13627519754.webp","https://icodrops.com/u2u-unicorn-ultra/","Node Sale Round","$23.8 M","$4.75 M","DePIN","Upcoming","","Chain Capital","IDG Capital","Cointelegraph","More Details","","","",""
"STAGE","STAGE","https://icodrops.com/media/cache/b4/8d/b48d68721e7876654a758c70ebfbe655.webp","https://icodrops.com/stage/","IDO on Eesee","$4.6 M","$10.3 K","Social","Upcoming","","Moonrock Capital","Kraken","Blockchain Association","More Details","","","",""
"Pandana","PNDN","https://icodrops.com/media/cache/80/0e/800e2b6c2dff7ee0874755faf3cb9086.webp","https://icodrops.com/pandana/","TGE and Distribution","$1.8 M","$5 M","Memecoin","Upcoming","","Solana","","","","","","",""
"Fuse","FUSE","https://icodrops.com/media/cache/54/b8/54b8beff29d713361da22886e1a16aa8.webp","https://icodrops.com/fuse/","Node Sale Round","$600 K","$1.16 M","DeFi","Upcoming","","Balderton Capital","Lowercarbon Capital","Fuse","","","","",""
"Nektar Network","NET","https://icodrops.com/media/cache/b6/73/b67332b79ed3dc33c3548bd98df5a0ce.webp","https://icodrops.com/nektar-network/","Airdrop","—","$127.7 M","Infrastructure","Upcoming","","Ethereum","","","","","","",""
"Ink Finance","QUILL","https://icodrops.com/media/cache/84/94/8494d007fa285eb6fcd7f3b413847150.webp","https://icodrops.com/ink-finance/","IDO on Ordify","$5 M","$295.7 K","Blockchain Service","Upcoming","","Alliance","Axia8 Ventures","DHVC","More Details","","","",""
"Polar Fighters","PFT","https://icodrops.com/media/cache/b6/3e/b63e932a12e0586eaf87a6004fa4c076.webp","https://icodrops.com/polar-fighters/","IDO","—","—","NFT","Upcoming","","Ethereum","","","","","","",""
"CLAPART","CLP","https://icodrops.com/media/cache/34/02/340289857b50a8283abd4e673975ceda.webp","https://icodrops.com/clapart/","IDO on Kommunitas","$200 K","—","Social","Upcoming","","","","","","","","",""
"Staynex","STAY","https://icodrops.com/media/cache/ce/7a/ce7aaef764d277a2c34225a3e9e3e5f3.webp","https://icodrops.com/staynex/","IDO on GameFi","—","$35 M","Blockchain Service","Upcoming","","Binance coin","","","","","","",""
"Argy Bargy","ARGY","https://icodrops.com/media/cache/a0/64/a0646a33a9723514f117a6134d2f0296.webp","https://icodrops.com/argy-bargy/","IDO on IXIRPAD","—","$42 M","GameFi","Upcoming","","Solana","","","","","","",""
"FullHouse","FH","https://icodrops.com/media/cache/2d/da/2dda42f982ebde038c948b5f3df66cd7.webp","https://icodrops.com/fullhouse/","IDO on Kommunitas","—","$75 M","Gambling","Upcoming","","Binance coin","","","","","","",""
"NOTAI","NOTAI","https://icodrops.com/media/cache/88/e4/88e4a4f1447799f3a7c82f13e27a6933.webp","https://icodrops.com/notai/","IDO on WePad","$1.56 M","$35 K","Gaming","Upcoming","","ChainGPT Labs","Coin Terminal","Ignition PAID","More Details","","","",""
"MomoAI","MTOS","https://icodrops.com/media/cache/90/36/90365a0c6ae04be24113968ff006de2b.webp","https://icodrops.com/momoai/","IDO on BSCS","—","$15 M","Gaming","Upcoming","","","","","","","","",""
"Weebs","WEEBS","https://icodrops.com/media/cache/37/99/37992468f9ab1a433f53e1fd40d50cbf.webp","https://icodrops.com/weebs/","IDO on Kommunitas","$1.25 M","$5.05 K","Gaming","Upcoming","","Trihill Capital","Ethereum","","","","","",""
"LTD Token","LTD","https://icodrops.com/media/cache/73/12/73129c2564beb434d24367de378e8505.webp","https://icodrops.com/ltd-token/","IDO on Ape Terminal","—","—","Advertising","Upcoming","","","","","","","","",""
"Libera","LIBE","https://icodrops.com/media/cache/5d/92/5d921ecfc2b4ac29a5690eba354cadb2.webp","https://icodrops.com/libera/","IDO on Poolz","—","$35 M","Artificial Intellig…","Upcoming","","Polygon (prev. Matic Network)","","","","","","",""
"CoinPays","CPY","https://icodrops.com/media/cache/a0/ea/a0ea3eb50d2931c6bd48e9e1600debda.webp","https://icodrops.com/coinpays/","IDO on Spores","$260 K","$10 M","Payments","Upcoming","","","","","","","","",""
"Impact","IM","https://icodrops.com/media/cache/d7/22/d7221b900c2c687735c0821425911349.webp","https://icodrops.com/impact/","IDO on Kommunitas","$480 K","$5 M","DeFi","Upcoming","","Exilon Ventures","Solana","","","","","",""
"Pichi Finance","PICHI","https://icodrops.com/media/cache/f8/5f/f85f14d7d4ec10e8e205e54810ec0352.webp","https://icodrops.com/pichi-finance/","SHO on DAO Maker","$2.5 M","$73.03 K","DeFi","Upcoming","","DWF Labs","One Block Capital","DCF GOD","More Details","Arbitrum","Mantle","",""
