name,ticker,image,link,round,total_raised,pre_valuation,categories,date,ecosystem,investor_1,investor_2,investor_3,investor_4,investor_5,investor_6,investor_7,investor_8
"YieldFi","","https://icodrops.com/media/cache/5d/42/5d42ca434dcffe9985870b2e92611cbd.webp","https://icodrops.com/yieldfi/","Private Stage","—","—","DeFi","Upcoming","","","","","","","","",""
"Vanilla Finance","","https://icodrops.com/media/cache/ec/de/ecde848501b39638c5a74070c42ea190.webp","https://icodrops.com/vanilla-finance/","Private Stage","—","—","DEX","Upcoming","","HTX Ventures (previously Huobi Ventures)","Paper Ventures","Signum Capital","More Details","","","",""
"uDEX","","https://icodrops.com/media/cache/4a/8a/4a8ae7d8a31783a7e6695b2f8efb1c0f.webp","https://icodrops.com/udex/","Private Stage","—","—","DeFi","Upcoming","","","","","","","","",""
"SparkleX","","https://icodrops.com/media/cache/07/e3/07e33f56d51d3bcd2b0525bb983af793.webp","https://icodrops.com/sparklex/","Private Stage","—","—","DeFi","Upcoming","","","","","","","","",""
"Paimon Finance","","https://icodrops.com/media/cache/c3/c3/c3c394bbf0ee6e85d26d4900336b363a.webp","https://icodrops.com/paimon-finance/","Private Stage","—","—","DeFi","Upcoming","","","","","","","","",""
"Evoq Finance","","https://icodrops.com/media/cache/e4/f0/e4f07c57bbd5c2e033c17cfd115d03d6.webp","https://icodrops.com/evoq-finance/","Private Stage","—","—","DeFi","Upcoming","","Binance coin","","","","","","",""
"CarbonFi","","https://icodrops.com/media/cache/9a/aa/9aaa30643cb35d0bf5f6fc95201b5fd6.webp","https://icodrops.com/carbonfi/","Private Stage","—","—","DeFi","Upcoming","","Binance coin","","","","","","",""
"Mento","","https://icodrops.com/media/cache/2c/2c/2c2cba81d859bc3e3acbe49cdd7cb6f7.webp","https://icodrops.com/mento/","Private Stage","$10 M","—","DeFi","Upcoming","","HashKey Capital","Flori Ventures","No Limit Holdings","More Details","","","",""
"CCData","","https://icodrops.com/media/cache/d5/42/d54249705b25ca06a3a2fd373154c088.webp","https://icodrops.com/ccdata/","Private Stage","—","—","Blockchain Service","Upcoming","","CoinDesk","MarketVector","VanEck","","","","",""
"Hermetica","","https://icodrops.com/media/cache/9d/58/9d58e87b760a5d1554098ca4417e3fbe.webp","https://icodrops.com/hermetica/","Private Stage","$1.7 M","—","DeFi","Upcoming","","CMS Holdings","Ethos Fund","UTXO Management","Bitcoin","","","",""
"Blockcast","","https://icodrops.com/media/cache/47/5d/475d044917cc8e3f0a24b0ad41c6a58a.webp","https://icodrops.com/blockcast/","Private Stage","$2.85 M","—","Blockchain Service","Upcoming","","Alliance","Zee Prime Capital","Anatoly Yakovenko","More Details","","","",""
"Bitnomial","","https://icodrops.com/media/cache/19/98/19983f9adb562f2efa53c1836bd4417e.webp","https://icodrops.com/bitnomial/","Private Stage","$36.6 M","—","Finance","Upcoming","","Electric Capital","Jump Capital","Ripple","","","","",""
"Predicate","","https://icodrops.com/media/cache/1c/68/1c68186e291d328f12c1103941d5bd2b.webp","https://icodrops.com/predicate/","Private Stage","$7 M","—","Blockchain Service","Upcoming","","1kx","ConsenSys","HashKey Capital","More Details","","","",""
"Fission Labs","","https://icodrops.com/media/cache/94/e7/94e7a4bd2e86bd7dd070b31a25d84311.webp","https://icodrops.com/fission-labs/","Private Stage","$1.6 M","—","DeFi","Upcoming","","Anthony Scaramucci","Kraynos Capital","The SALT Fund","","","","",""
"AiGO Network","","https://icodrops.com/media/cache/60/c0/60c07ea441ed79eb488c1ee22eae50a4.webp","https://icodrops.com/aigo-network/","Private Stage","—","—","Blockchain Service","Upcoming","","Waterdrip Capital","","","","","","",""
"Botanika","","https://icodrops.com/media/cache/ef/df/efdf9bac6f6308f036b981398f4f2793.webp","https://icodrops.com/botanika/","Private Stage","$1.5 M","—","Blockchain Service","Upcoming","","","","","","","","",""
"Perle (Prev. Kiva Ai)","","https://icodrops.com/media/cache/96/03/9603b27c239970aa64ad2eb9845a1b6a.webp","https://icodrops.com/kiva-ai/","Private Stage","$16 M","$263.6 M","Artificial Intellig…","Upcoming","","Framework Ventures","CoinFund","HashKey Capital","More Details","","","",""
"Semantic Layer","","https://icodrops.com/media/cache/b1/f9/b1f96d9df7f95520112efaa3f73026e7.webp","https://icodrops.com/semantic-layer/","Private Stage","$5 M","$2.72 M","Infrastructure","Upcoming","","Bankless","Fenbushi Capital","Hack VC","More Details","","","",""
"Bison Swap","","https://icodrops.com/media/cache/0d/54/0d5466ab590e7a1d98af834697d3ab3e.webp","https://icodrops.com/bison-swap/","Private Stage","—","—","DEX","Upcoming","","Dekrypt Capital","Alves Ventures","","","","","",""
"Moonray","","https://icodrops.com/media/cache/bd/6a/bd6ae6de6e0bcc8fa36af3f6e35ac59d.webp","https://icodrops.com/moonray/","Private Stage","$10 M","$28.8 K","Gaming","Upcoming","","HTX Ventures (previously Huobi Ventures)","Sfermion","Animoca Brands","More Details","","","",""
"TSFC","","https://icodrops.com/media/cache/49/36/49362e3f71e76010c31bf10aa6ba78dc.webp","https://icodrops.com/tsfc/","Private Stage","—","—","Finance","Upcoming","","Castrum Capital","","","","","","",""
"BCM","","https://icodrops.com/media/cache/6a/4c/6a4c417814d9cacb6881dc9ebfb37f2c.webp","https://icodrops.com/bcm/","Private Stage","—","—","Finance","Upcoming","","Kraken","","","","","","",""
"Helix Labs","","https://icodrops.com/media/cache/26/c0/26c0ccba2bd4a57b32581021bbe0725c.webp","https://icodrops.com/helix-labs/","Private Stage","$2 M","$40 M","DeFi","Upcoming","","Tribe Capital","Double Peak","LD Capital","More Details","","","",""
"Nametag","","https://icodrops.com/media/cache/7e/c6/7ec6171b8c953efaebbb198216b7a526.webp","https://icodrops.com/nametag/","Private Stage","$2 M","—","Blockchain Service","Upcoming","","Coinbase Ventures","Continue Capital","OKX Ventures","More Details","","","",""
"Sorted","","https://icodrops.com/media/cache/74/c6/74c6f408fba00473b22a4b96bf71eb1e.webp","https://icodrops.com/sorted/","Private Stage","$1.5 M","—","Wallet","Upcoming","","Tether","","","","","","",""
"Blend","","https://icodrops.com/media/cache/86/c8/86c840cf2c91185e13f907568e364fc9.webp","https://icodrops.com/blend-2/","Private Stage","—","$348.6 K","Lending Platform","Upcoming","","HackQuest","IBC Ventures","Mario Nawfal","","","","",""
"Bool Network","","https://icodrops.com/media/cache/bd/48/bd48665a02a8b4532e133c43bc9269b0.webp","https://icodrops.com/bool-network/","Private Stage","$2 M","—","Infrastructure","Upcoming","","Spark Digital Capital","ViaBTC Capital","Antalpha","More Details","Bitcoin","","",""
"TrueX","","https://icodrops.com/media/cache/48/c4/48c4782cddf0626be321a08908585db7.webp","https://icodrops.com/truex/","Private Stage","$20 M","—","CEX","Upcoming","","Variant","Accomplice","Hack VC","More Details","","","",""
"0xAstra","","https://icodrops.com/media/cache/28/9f/289fa41cd85622715c3a8edd33b76f76.webp","https://icodrops.com/0xastra/","Private Stage","$3 M","—","Gaming","Upcoming","","Animoca Brands","Folius Ventures","Orbiter Finance","More Details","","","",""
"Vektor","","https://icodrops.com/media/cache/e2/17/e21743b871a10e461d353d665e34a34b.webp","https://icodrops.com/vektor-2/","Private Stage","—","—","DeFi","Upcoming","","Nirvana Labs","","","","","","",""
"Fuse","","https://icodrops.com/media/cache/f3/42/f3424028d1cf7393255de5ae4418d363.webp","https://icodrops.com/fuseenergy/","Private Stage","$160 M","$5 B","Blockchain Service","Upcoming","","Balderton Capital","Lowercarbon Capital","","","","","",""
"Titan","","https://icodrops.com/media/cache/86/12/86129b788a2c6ca74429ea4048c253d7.webp","https://icodrops.com/titan/","Private Stage","$10.5 M","—","DeFi","Upcoming","","Galaxy","Mirana Ventures","Anatoly Yakovenko","More Details","Solana","","",""
"BTA Protocol","","https://icodrops.com/media/cache/72/7d/727df8b4e43f4a14c1bdd4296c3a6702.webp","https://icodrops.com/bta-protocol-2/","Private Stage","—","—","DeFi","Upcoming","","BlackBridge","Cityblok","Crypto Labs","","","","",""
"Universal Health Token","","https://icodrops.com/media/cache/bb/58/bb5867c57c79ed0d72f250dab7649f14.webp","https://icodrops.com/universal-health-token/","Private Stage","$1.2 M","—","Healthcare","Upcoming","","Animoca Brands","P2 Ventures","Aptos","More Details","","","",""
"INFINIT","","https://icodrops.com/media/cache/8e/40/8e40fc3e849424675aa2efde92ee9b6f.webp","https://icodrops.com/infinit-2/","Private Stage","$6 M","$64.53 M","DeFi","Upcoming","","Electric Capital","Faction","Hashed","More Details","","","",""
"GasHawk","","https://icodrops.com/media/cache/3c/1f/3c1fbe36e0ce5a155972531cd21dc5a4.webp","https://icodrops.com/gashawk/","Private Stage","$1.6 M","—","Ethereum Ecosystem","Upcoming","","Alchemy","3SE Holdings","Alex Michelsen","More Details","","","",""
"Wingbits","","https://icodrops.com/media/cache/d2/ec/d2ec2c5bfe83c890b67bde631696fb96.webp","https://icodrops.com/wingbits/","Private Stage","$9.1 M","—","Blockchain Service","Upcoming","","The Spartan Group","Tribe Capital","SNZ Holding","More Details","","","",""
"Titan Network","","https://icodrops.com/media/cache/17/74/1774365241c312f708b5815ffaa2165c.webp","https://icodrops.com/titan-network/","Private Stage","—","—","Blockchain Service","Upcoming","","Arrington Capital","Cointelegraph","DePIN X","","","","",""
"CASTILE","","https://icodrops.com/media/cache/58/7d/587da8e9a8fce402dd429fb171a3620e.webp","https://icodrops.com/castile/","Private Stage","$8 M","—","Gaming","Upcoming","","HashKey Capital","OKX Ventures","SevenX Ventures","More Details","","","",""
"Fountain","","https://icodrops.com/media/cache/38/c9/38c91656a067bbb2d50568be285262a5.webp","https://icodrops.com/fountain-2/","Private Stage","$3.5 M","—","Infrastructure","Upcoming","","Foundation Capital","Caladan (Alphalab)","Druid Ventures","More Details","","","",""
"Vibes","","https://icodrops.com/media/cache/d7/7e/d77e6fbcbabc8d4db0ea58e48f57c7d6.webp","https://icodrops.com/vibes/","Private Stage","$2 M","—","Gaming","Upcoming","","Bryan Pellegrino","0xSisyphus","9GAGCEO","More Details","","","",""
"zkSpin","","https://icodrops.com/media/cache/91/ef/91ef8f916d88aedb65025b0e46435539.webp","https://icodrops.com/zkspin/","Private Stage","—","—","Blockchain","Upcoming","","","","","","","","",""
"vlayer","","https://icodrops.com/media/cache/10/d6/10d6e601dfb4c0b5e254563e0ccd0d36.webp","https://icodrops.com/vlayer/","Private Stage","$10 M","—","Infrastructure","Upcoming","","Andreessen Horowitz (a16z)","Strobe (Prev. BlockTower Capital)","Aayush Gupta","More Details","","","",""
"TACEO","","https://icodrops.com/media/cache/70/1c/701c840649b073d2d1847c753ed82ee2.webp","https://icodrops.com/taceo/","Private Stage","$5.5 M","—","Blockchain Service","Upcoming","","a16z crypto CSX","a_capital","Archetype","More Details","","","",""
"t1 Protocol","","https://icodrops.com/media/cache/c2/0a/c20a75f9a1dab70895cf115a841436ad.webp","https://icodrops.com/t1-protocol/","Private Stage","$2.5 M","—","Infrastructure","Upcoming","","Andreessen Horowitz (a16z)","PNYX Ventures","Ali Yahya","More Details","","","",""
"Suave","","https://icodrops.com/media/cache/de/1f/de1fe80dceb54472fb16ef3ac7fb8db8.webp","https://icodrops.com/suave/","Private Stage","—","—","Blockchain Service","Upcoming","","","","","","","","",""
"Sekai","","https://icodrops.com/media/cache/c4/0b/c40b6d268fd311bba2615eec6f04da72.webp","https://icodrops.com/sekai/","Private Stage","$3.1 M","—","Social","Upcoming","","a16z crypto CSX","Hashed","Azuki","More Details","","","",""
"Opacity Network","","https://icodrops.com/media/cache/6a/16/6a1671a15b36e483a97c16633ce9cf3d.webp","https://icodrops.com/opacity-network/","Private Stage","$13.4 M","—","Zero Knowledge","Upcoming","","Archetype","a16z Cultural Leadership Fund","Ambush Capital","More Details","","","",""
"MeshMap","","https://icodrops.com/media/cache/22/7b/227bb5caf77c9da800a7391cdb5fbd72.webp","https://icodrops.com/meshmap/","Private Stage","$4 M","—","Blockchain Service","Upcoming","","Andreessen Horowitz (a16z)","Balaji Srinivasan","Anatoly Yakovenko","More Details","","","",""
"Future Primitive","","https://icodrops.com/media/cache/b4/e6/b4e6e173d7db603edbbd3b5f7e65d18f.webp","https://icodrops.com/future-primitive/","Private Stage","—","—","Blockchain Service","Upcoming","","","","","","","","",""
"Fermah","","https://icodrops.com/media/cache/bd/29/bd29c90b1b47777c62663c07e631a18c.webp","https://icodrops.com/fermah/","Private Stage","$5.2 M","—","Zero Knowledge","Upcoming","","Andreessen Horowitz (a16z)","Balaji Srinivasan","Bankless","More Details","","","",""
"Dot.fun","","https://icodrops.com/media/cache/cb/48/cb484f5348f012d7b41f214842b57d8a.webp","https://icodrops.com/dotfun/","Private Stage","—","—","GameFi","Upcoming","","","","","","","","",""
"Cork Protocol","","https://icodrops.com/media/cache/9b/4e/9b4eee51de0208f2891d1ec7e8a3b828.webp","https://icodrops.com/cork-protocol/","Private Stage","$5.5 M","—","DeFi","Upcoming","","Andreessen Horowitz (a16z)","a16z crypto CSX","IDEO CoLab Ventures","More Details","","","",""
"Blocksense Network","","https://icodrops.com/media/cache/d1/18/d1184325d874b887f5cf03cf5b7cd265.webp","https://icodrops.com/blocksense-network/","Private Stage","$4 M","—","Infrastructure","Upcoming","","Andreessen Horowitz (a16z)","Selini Capital","MH Ventures","More Details","","","",""
"Banyan","","https://icodrops.com/media/cache/76/c2/76c2c8ea90e6354c4f4b89e9fb90f363.webp","https://icodrops.com/banyan/","Private Stage","—","—","Artificial Intellig…","Upcoming","","","","","","","","",""
"Anera","","https://icodrops.com/media/cache/f5/be/f5be9f16182124e652d0b3dfd4f03791.webp","https://icodrops.com/anera/","Private Stage","—","—","DeFi","Upcoming","","","","","","","","",""
"onocoy","","https://icodrops.com/media/cache/91/c1/91c1b60b213f8093f299c8446f456f6d.webp","https://icodrops.com/onocoy/","Private Stage","$940 K","—","Infrastructure","Upcoming","","Smart Island Capital","Thomas Seiler","","","","","",""
"0xPPL","","https://icodrops.com/media/cache/12/90/1290bdfb432a2546e1cc280fb7887e6e.webp","https://icodrops.com/0xppl/","Private Stage","—","—","Social","Upcoming","","Alliance","Peak XV Partners(ex-Sequoia India)","Sandeep Nailwal","More Details","","","",""
"CryptoHunter World","","https://icodrops.com/media/cache/14/d6/14d6d1bb0e5ca27200de83801daffb18.webp","https://icodrops.com/cryptohunter-world/","Private Stage","$2.8 M","—","Gaming","Upcoming","","Big Candle Capital","HG Ventures","IOST","More Details","","","",""
"Uniquid Layer","","https://icodrops.com/media/cache/32/67/3267ec17e8bf54d835f2c991e2f89825.webp","https://icodrops.com/uniquid-layer/","Private Stage","—","—","DeFi","Upcoming","","DWF Labs","Amber Group","Mapleblock Capital","More Details","","","",""
"IDA","","https://icodrops.com/media/cache/c1/a5/c1a58a9da4e41e915bc2a774479815ce.webp","https://icodrops.com/ida-2/","Private Stage","$6 M","—","Stablecoin","Upcoming","","Hack VC","Hashed","Kenetic Capital","More Details","","","",""
"Parlay","","https://icodrops.com/media/cache/58/cb/58cb5d3078a9ce92d80586fdde0b26d1.webp","https://icodrops.com/parlay/","Private Stage","$2 M","—","Launchpad","Upcoming","","DNA Fund","Jon Najarian","Rick Schlesinger","","","","",""
"Kredete","","https://icodrops.com/media/cache/9a/c5/9ac501bad2dbd4b165c04e350f33b34f.webp","https://icodrops.com/kredete/","Private Stage","$24.25 M","—","Finance","Upcoming","","AfricInvest","Blockchain Founders Fund","DNA Fund","More Details","","","",""
"Snek.fun","","https://icodrops.com/media/cache/f8/3e/f83e1b715a6ed54fc760dcd1cd1f2652.webp","https://icodrops.com/snekfun/","Private Stage","—","—","Launchpad","Upcoming","","Cardano","","","","","","",""
"Verofax","","https://icodrops.com/media/cache/3a/f4/3af40d70c43d441593e0b175840202fd.webp","https://icodrops.com/verofax/","Private Stage","$4.5 M","—","Blockchain Service","Upcoming","","500 Global","Benson Oak Ventures","Navig8 Group","More Details","","","",""
"Mereo","","https://icodrops.com/media/cache/8a/fd/8afd232d24336f01f4004e7c95432228.webp","https://icodrops.com/mereo/","Private Stage","—","—","Social","Upcoming","","Aptos","","","","","","",""
"Time.fun","","https://icodrops.com/media/cache/70/50/705032537ce2296ee520565ec4687c23.webp","https://icodrops.com/time-fun/","Private Stage","$3 M","—","Social","Upcoming","","Brevan Howard","Coinbase Ventures","Arthur Hayes","More Details","Base","","",""
"Level","","https://icodrops.com/media/cache/e1/70/e17038833e22911f582a532b1416f7be.webp","https://icodrops.com/level-2/","Private Stage","$6.2 M","—","DeFi","Upcoming","","Balaji Srinivasan","Polychain Capital","Dragonfly Capital","More Details","","","",""
"double jump.tokyo","","https://icodrops.com/media/cache/4d/d3/4dd3a8f660398b387eadb8e84470717e.webp","https://icodrops.com/double-jump-tokyo/","Private Stage","$64 M","—","Gaming","Upcoming","","Jump Crypto","Amber Group","Fenbushi Capital","More Details","","","",""
"Legion","","https://icodrops.com/media/cache/24/aa/24aa250985bb7b796b514df8184e71d3.webp","https://icodrops.com/legion/","Private Stage","$7 M","—","Blockchain Service","Upcoming","","Brevan Howard","Delphi Digital (Delphi Labs)","Alliance","More Details","","","",""
"Myco","","https://icodrops.com/media/cache/81/ee/81eea27fdd27b40eb69e01b6eed6b777.webp","https://icodrops.com/myco/","Private Stage","$10 M","—","Media","Upcoming","","Ghaf Capital Partners","Aptos","Daman Investments","More Details","","","",""
"Echelon","","https://icodrops.com/media/cache/be/fa/befa6f58b159845896ac0210a66ea215.webp","https://icodrops.com/echelon/","Private Stage","$3.5 M","$8.21 M","Lending Platform","Upcoming","","Amber Group","Selini Capital","DCF GOD","More Details","Aptos","","",""
"Nectar AI","","https://icodrops.com/media/cache/1e/b7/1eb7d2081875efaad0cd3e1d853eaa3f.webp","https://icodrops.com/nectar-ai/","Private Stage","$3.9 M","—","Artificial Intellig…","Upcoming","","Mechanism Capital","DCF GOD","Maelstrom","More Details","","","",""
"Origami Finance","","https://icodrops.com/media/cache/18/b1/18b1eb7bb62a03d54c4b8ac351a107c6.webp","https://icodrops.com/origami-finance/","Private Stage","$1.5 M","—","DeFi","Upcoming","","DCF GOD","Aquanow","BeraLand","More Details","Berachain","Ethereum","",""
"Chainbound","","https://icodrops.com/media/cache/e7/4e/e74eda834edaaa220215e5838de366ea.webp","https://icodrops.com/chainbound/","Private Stage","$4.6 M","—","Infrastructure","Upcoming","","Bankless","Delphi Ventures","Robot Ventures","More Details","","","",""
"Sidekick","","https://icodrops.com/media/cache/c0/a0/c0a02e7cc429870fe6abd1837b2e4e69.webp","https://icodrops.com/sidekick/","Private Stage","—","$345 K","Gaming","Upcoming","","YZi Labs (prev Binance Labs)","Fenbushi Capital","","","","","",""
"Ducat","","https://icodrops.com/media/cache/90/55/90552c56545b540238615475856691a6.webp","https://icodrops.com/ducat/","Private Stage","$2.5 M","—","DeFi","Upcoming","","CMS Holdings","Bitcoin Frontier Fund","Bitcoin Startup Lab","More Details","Bitcoin","","",""
"Ark Labs","","https://icodrops.com/media/cache/b7/4f/b74fb978c798bc4a99cb74d601a540a2.webp","https://icodrops.com/ark-labs/","Private Stage","$7.7 M","—","Infrastructure","Upcoming","","Draper Dragon","Anchorage Digital","Axiom Capital","More Details","","","",""
"SatLayer","","https://icodrops.com/media/cache/e7/f0/e7f04469848249e2a4fe9b5e1967081b.webp","https://icodrops.com/satlayer/","Private Stage","$8 M","$2.25 M","Liquid Staking Toke…","Upcoming","","Amber Group","CMS Holdings","Hack VC","More Details","Bitcoin","","",""
"Starfish Technologies","","https://icodrops.com/media/cache/48/42/4842649a6e916243f3e0c3a8d30d95bf.webp","https://icodrops.com/starfish-technologies/","Private Stage","—","—","Software","Upcoming","","Humans.ai","","","","","","",""
"Stork","","https://icodrops.com/media/cache/fd/6a/fd6a140d5b9d292e9154723f385c6069.webp","https://icodrops.com/stork/","Private Stage","$4 M","—","Blockchain Service","Upcoming","","CMS Holdings","Faction","Wintermute","More Details","","","",""
"TMRW","","https://icodrops.com/media/cache/3c/33/3c33db92c8afdeaef822983f04c67531.webp","https://icodrops.com/tmrw/","Private Stage","$1.3 M","—","Infrastructure","Upcoming","","Brad Mills","Maple VC","","","","","",""
"Stronghold","","https://icodrops.com/media/cache/4a/b5/4ab591ef991481ec2e931cda0fc0ffa9.webp","https://icodrops.com/stronghold-2/","Private Stage","$140 M","—","Infrastructure","Upcoming","","Bitfarms","Bitcoin","","","","","",""
"Skyfire","","https://icodrops.com/media/cache/11/35/1135a67d3a61694154da8b4cbece53cc.webp","https://icodrops.com/skyfire/","Private Stage","$9.5 M","—","Infrastructure","Upcoming","","Andreessen Horowitz (a16z)","Coinbase Ventures","Draper Associates","More Details","","","",""
"Sorella","","https://icodrops.com/media/cache/45/b9/45b99cb8680ff57b873d6534be5c9900.webp","https://icodrops.com/sorella/","Private Stage","$7.5 M","—","DeFi","Upcoming","","Paradigm","Bankless","Nascent","More Details","","","",""
"GenLayer","","https://icodrops.com/media/cache/76/4f/764f947d2ba71d5aa2b76a6af789ada1.webp","https://icodrops.com/genlayer/","Private Stage","$7.5 M","—","Blockchain","Upcoming","","Arrington Capital","Node Capital","Maelstrom","More Details","","","",""
"ETC Group","","https://icodrops.com/media/cache/7c/81/7c8150572df865c3d47eed7be45f0697.webp","https://icodrops.com/etc-group/","Private Stage","—","—","Finance","Upcoming","","Bitwise","","","","","","",""
"Chain Debrief","","https://icodrops.com/media/cache/12/24/1224c688752a2c0c8e0888e09378577d.webp","https://icodrops.com/chain-debrief/","Private Stage","$900 K","—","Social","Upcoming","","CoinGecko Ventures","Double Peak","QCP Capital","More Details","","","",""
"Gummi","","https://icodrops.com/media/cache/b7/f0/b7f0d2fa71d28a2432cea3c8b8d87583.webp","https://icodrops.com/gummi/","Private Stage","$2 M","—","DeFi","Upcoming","","Arrington Capital","Animoca Brands","DCF GOD","More Details","","","",""
"Fabric Cryptography","","https://icodrops.com/media/cache/d0/57/d057dcf3a31c1c2be3dcf6d0c2353800.webp","https://icodrops.com/fabric-cryptography/","Private Stage","$39 M","—","Infrastructure","Upcoming","","1kx","Blockchain Capital","MV Global","More Details","","","",""
"Holonym","","https://icodrops.com/media/cache/fa/59/fa594dd5d5994783f2391a29181663c4.webp","https://icodrops.com/holonym/","Private Stage","$5.5 M","—","Blockchain Service","Upcoming","","Arrington Capital","Selini Capital","Draper Dragon","More Details","","","",""
"Digihost","","https://icodrops.com/media/cache/c7/c3/c7c35049ce23666677bea008642fee89.webp","https://icodrops.com/digihost/","Private Stage","$9.35 M","—","Infrastructure","Upcoming","","","","","","","","",""
"WSPN","","https://icodrops.com/media/cache/3f/2f/3f2f544b1ac119695819697064bc72b9.webp","https://icodrops.com/wspn/","Private Stage","$30 M","—","Finance","Upcoming","","Folius Ventures","Foresight Ventures","GenerativeVentures","More Details","","","",""
"CrunchDAO","","https://icodrops.com/media/cache/2a/3c/2a3c2d43ea0bc1cc9f173f04e123d861.webp","https://icodrops.com/crunchdao/","Private Stage","$8.5 M","—","Artificial Intellig…","Upcoming","","Multicoin Capital","Fabric Ventures","Galaxy","More Details","","","",""
"Goldilocks","","https://icodrops.com/media/cache/70/a9/70a9f35c5f4a42aa841b671ec8e4a535.webp","https://icodrops.com/goldilocks/","Private Stage","$1.5 M","—","Blockchain Service","Upcoming","","Hack VC","Shima Capital","0xRodney","More Details","Berachain","","",""
"Satflow","","https://icodrops.com/media/cache/22/86/22864ee39da04520f90444a393498f22.webp","https://icodrops.com/satflow/","Private Stage","$7.6 M","—","DeFi","Upcoming","","Variant","CMS Holdings","Coinbase Ventures","More Details","","","",""
"Sling Money","","https://icodrops.com/media/cache/19/37/1937b0e2ea225af65746cf06933aa862.webp","https://icodrops.com/sling-money/","Private Stage","$15 M","—","Finance","Upcoming","","Union Square Ventures","Slow Ventures","Ribbit Capital","","","","",""
"Vessel","","https://icodrops.com/media/cache/03/24/03247108f21d5b678aa6749baf600b6c.webp","https://icodrops.com/vessel/","Private Stage","$10 M","—","DeFi","Upcoming","","Sequoia Capital","Algorand Foundation","Avalanche Foundation","More Details","","","",""
"Aidatify","","https://icodrops.com/media/cache/6c/2f/6c2f185a356bd7d795a606cfc3ad0a68.webp","https://icodrops.com/aidatify/","Private Stage","$17.5 M","$150 M","DeFi","Upcoming","","SM Capital","","","","","","",""
"UniWorlds","","https://icodrops.com/media/cache/ac/40/ac40245d9287a44e29f796f659d47650.webp","https://icodrops.com/uniworlds/","Private Stage","—","—","Blockchain Service","Upcoming","","UniSat","Bitcoin","","","","","",""
"Payman","","https://icodrops.com/media/cache/bd/24/bd248470f59eca873fe6056f1cfaa8fa.webp","https://icodrops.com/payman/","Private Stage","$3 M","—","Artificial Intellig…","Upcoming","","Coinbase Ventures","The Spartan Group","Boost VC","More Details","","","",""
"LYNC","","https://icodrops.com/media/cache/93/55/93552a1909ae4e533332e9a4558bb0a9.webp","https://icodrops.com/lync/","Private Stage","$1.5 M","—","Infrastructure","Upcoming","","LongHash Ventures","8186 Capital","Amesten Capital","More Details","","","",""
"DeAgentAI","","https://icodrops.com/media/cache/ea/69/ea693f71c3067be6d5f7fd1872d18b6f.webp","https://icodrops.com/deagentai/","Private Stage","$6 M","$73.84 M","Infrastructure","Upcoming","","Waterdrip Capital","Panony","CatcherVC","More Details","","","",""
"Blockscout","","https://icodrops.com/media/cache/c6/97/c697cea36b56a106f67b75605f6dc7d5.webp","https://icodrops.com/blockscout/","Private Stage","$3 M","—","Blockchain Service","Upcoming","","1kx","Primitive Ventures","Alex Svanevik","More Details","","","",""
"Khalani Network","","https://icodrops.com/media/cache/bf/b2/bfb2c35e02c967c9ab3e71c0457c0b4e.webp","https://icodrops.com/khalani-network/","Private Stage","$2.5 M","—","Infrastructure","Upcoming","","Nascent","Adrian Brink","Arjun Bhuptani","More Details","","","",""
"elmnts","","https://icodrops.com/media/cache/4e/32/4e32aea30b5b6990594c51181504f6ed.webp","https://icodrops.com/elmnts/","Private Stage","$2 M","—","DeFi","Upcoming","","Foundation Capital","Anagram Crypto","Anatoly Kondiyakov","More Details","","","",""
"Cartridge","","https://icodrops.com/media/cache/cc/e9/cce930ee5c61de2c5c43755d23e4c6dd.webp","https://icodrops.com/cartridge/","Private Stage","$7.5 M","—","Gaming","Upcoming","","BITKRAFT Ventures","Fabric Ventures","Primitive Ventures","More Details","StarkNet","","",""
"DuelNow","","https://icodrops.com/media/cache/0d/ad/0dadf27322edfb384c7ffc91eaf21e6c.webp","https://icodrops.com/duelnow/","Private Stage","$11 M","—","Web 3.0","Upcoming","","Global Emerging Markets (GEM Digital Limited)","","","","","","",""
"MetaDAO","","https://icodrops.com/media/cache/90/a8/90a86308214fffc0251c59a6affc1f1a.webp","https://icodrops.com/metadao/","Private Stage","$12.1 M","$50.81 M","Solana Ecosystem","Upcoming","","Paradigm","Variant","6MV (6th Man Ventures)","","","","",""
"Chateau","","https://icodrops.com/media/cache/c7/90/c79076ab2569049a4ff012cbda24869a.webp","https://icodrops.com/chateau/","Private Stage","—","—","DeFi","Upcoming","","Hack VC","","","","","","",""
"Lukka","","https://icodrops.com/media/cache/4c/f8/4cf8467a0c94393bd227fc13dc40250f.webp","https://icodrops.com/lukka/","Private Stage","$140.5 M","$1.3 B","Blockchain Service","Upcoming","","Animoca Brands","Ben Davenport","James Pallotta","More Details","","","",""
"Daylight","","https://icodrops.com/media/cache/13/ec/13ec58f51307fcd614f147a5f9626245.webp","https://icodrops.com/daylight-2/","Private Stage","$84 M","—","DePIN","Upcoming","","Andreessen Horowitz (a16z)","Framework Ventures","Coinbase Ventures","More Details","","","",""
"Icebreaker","","https://icodrops.com/media/cache/0a/73/0a73a0635175869f2215189bb64f8ca1.webp","https://icodrops.com/icebreaker/","Private Stage","$5 M","—","Blockchain Service","Upcoming","","Accomplice","CoinFund","Anagram Crypto","More Details","","","",""
